2025-10-26 16:40:14.953617,0.3675,2025-10-15 15:10:46.315260,2025-10-15 15:10:46.315260
2025-10-26 16:40:15.253939,0.3635,2025-10-15 15:35:56.315260,2025-10-15 15:35:56.315260
2025-10-26 16:40:15.552843,0.3591,2025-10-15 14:42:28.315260,2025-10-15 14:42:28.315260
2025-10-26 16:40:15.853147,0.3669,2025-10-15 16:33:27.315260,2025-10-15 16:33:27.315260
2025-10-26 16:40:16.153627,0.3745,2025-10-15 14:46:32.181059,2025-10-15 14:46:32.181059
2025-10-26 16:40:16.452401,0.3696,2025-10-15 15:36:53.315260,2025-10-15 15:36:53.315260
2025-10-26 16:40:16.754255,0.3639,2025-10-15 17:20:02.315260,2025-10-15 17:20:02.315260
2025-10-26 16:40:17.053230,0.3594,2025-10-15 17:14:49.315260,2025-10-15 17:14:49.315260
2025-10-26 16:40:17.354146,0.3554,2025-10-15 17:21:04.315260,2025-10-15 17:21:04.315260
2025-10-26 16:40:17.653725,0.3486,2025-10-15 16:46:03.315260,2025-10-15 16:46:03.315260
2025-10-26 16:40:17.953400,0.3446,2025-10-15 14:46:10.181059,2025-10-15 14:46:10.181059
2025-10-26 16:40:18.252320,0.3556,2025-10-15 17:05:31.315260,2025-10-15 17:05:31.315260
2025-10-26 16:40:18.553098,0.3510,2025-10-15 16:08:05.315260,2025-10-15 16:08:05.315260
2025-10-26 16:40:18.854177,0.3465,2025-10-15 16:59:50.315260,2025-10-15 16:59:50.315260
2025-10-26 16:40:19.153457,0.3561,2025-10-15 16:53:15.315260,2025-10-15 16:53:15.315260
2025-10-26 16:40:19.453395,0.3627,2025-10-15 15:49:17.315260,2025-10-15 15:49:17.315260
2025-10-26 16:40:19.753315,0.3594,2025-10-15 14:51:39.181059,2025-10-15 14:51:39.181059
2025-10-26 16:40:20.053264,0.3688,2025-10-15 15:51:10.315260,2025-10-15 15:51:10.315260
2025-10-26 16:40:20.354214,0.3745,2025-10-15 14:46:45.181059,2025-10-15 14:46:45.181059
2025-10-26 16:40:20.653682,0.3710,2025-10-15 16:39:20.315260,2025-10-15 16:39:20.315260
2025-10-26 16:40:20.954018,0.3670,2025-10-15 16:40:50.315260,2025-10-15 16:40:50.315260
2025-10-26 16:40:21.254245,0.3720,2025-10-15 17:18:55.315260,2025-10-15 17:18:55.315260
2025-10-26 16:40:21.553819,0.3668,2025-10-15 16:30:49.315260,2025-10-15 16:30:49.315260
2025-10-26 16:40:21.853774,0.3742,2025-10-15 15:59:18.315260,2025-10-15 15:59:18.315260
2025-10-26 16:40:22.153470,0.3848,2025-10-15 14:41:13.315260,2025-10-15 14:41:13.315260
2025-10-26 16:40:22.454460,0.3820,2025-10-15 16:41:34.315260,2025-10-15 16:41:34.315260
2025-10-26 16:40:22.753734,0.3784,2025-10-15 15:53:24.315260,2025-10-15 15:53:24.315260
2025-10-26 16:40:23.054168,0.3737,2025-10-15 14:51:15.315260,2025-10-15 14:51:15.315260
2025-10-26 16:40:23.353543,0.3684,2025-10-15 14:51:19.315260,2025-10-15 14:51:19.315260
2025-10-26 16:40:23.653468,0.3735,2025-10-15 17:06:21.315260,2025-10-15 17:06:21.315260
2025-10-26 16:40:23.953404,0.3693,2025-10-15 16:34:43.315260,2025-10-15 16:34:43.315260
2025-10-26 16:40:24.255212,0.3663,2025-10-15 16:14:42.315260,2025-10-15 16:14:42.315260
2025-10-26 16:40:24.553696,0.3630,2025-10-15 15:31:47.315260,2025-10-15 15:31:47.315260
2025-10-26 16:40:24.853711,0.3677,2025-10-15 16:26:19.315260,2025-10-15 16:26:19.315260
2025-10-26 16:40:25.153272,0.3761,2025-10-15 16:55:08.315260,2025-10-15 16:55:08.315260
2025-10-26 16:40:25.453323,0.3715,2025-10-15 17:27:16.315260,2025-10-15 17:27:16.315260
2025-10-26 16:40:25.753282,0.3680,2025-10-15 16:33:01.315260,2025-10-15 16:33:01.315260
2025-10-26 16:40:26.053629,0.3639,2025-10-15 15:26:36.315260,2025-10-15 15:26:36.315260
2025-10-26 16:40:26.353789,0.3607,2025-10-15 15:29:45.315260,2025-10-15 15:29:45.315260
2025-10-26 16:40:26.653244,0.3665,2025-10-15 17:33:57.315260,2025-10-15 17:33:57.315260
2025-10-26 16:40:26.953310,0.3633,2025-10-15 15:44:41.315260,2025-10-15 15:44:41.315260
2025-10-26 16:40:27.253589,0.3686,2025-10-15 17:33:15.315260,2025-10-15 17:33:15.315260
2025-10-26 16:40:27.557391,0.3737,2025-10-15 15:06:19.315260,2025-10-15 15:06:19.315260
2025-10-26 16:40:27.853067,0.3786,2025-10-15 14:42:00.315260,2025-10-15 14:42:00.315260
2025-10-26 16:40:28.153569,0.3759,2025-10-15 15:32:34.315260,2025-10-15 15:32:34.315260
2025-10-26 16:40:28.453571,0.3729,2025-10-15 16:53:46.315260,2025-10-15 16:53:46.315260
2025-10-26 16:40:28.753260,0.3697,2025-10-15 16:59:38.315260,2025-10-15 16:59:38.315260
2025-10-26 16:40:29.054180,0.3768,2025-10-15 15:24:13.315260,2025-10-15 15:24:13.315260
2025-10-26 16:40:29.352879,0.3742,2025-10-15 16:00:26.315260,2025-10-15 16:00:26.315260
2025-10-26 16:40:29.653739,0.3712,2025-10-15 15:03:44.315260,2025-10-15 15:03:44.315260
2025-10-26 16:40:29.953652,0.3679,2025-10-15 16:52:30.315260,2025-10-15 16:52:30.315260
2025-10-26 16:40:30.253414,0.3644,2025-10-15 17:33:07.315260,2025-10-15 17:33:07.315260
2025-10-26 16:40:30.554641,0.3710,2025-10-15 17:07:52.315260,2025-10-15 17:07:52.315260
2025-10-26 16:40:30.854083,0.3678,2025-10-15 15:15:23.315260,2025-10-15 15:15:23.315260
2025-10-26 16:40:31.153319,0.3650,2025-10-15 16:22:32.315260,2025-10-15 16:22:32.315260
2025-10-26 17:42:23.672612,22.0000,2025-10-15 17:39:24.315260,2025-10-15 17:38:24.315260
